#Note: the line starts with '#' will be ignored!!!,,,,,,
#Enums Start....,hkjc.cap.ida.football.entity.enumcode.,,,,,
enumcode.betradar,GoalType,REGULAR,Regular,,0,
enumcode.betradar,MatchPeriodType,FIRST_HALF,FirstHalf,,0,
enumcode.betradar,MatchPeriodType,SECOND_HALF,SecondHalf,,0,
enumcode.betradar,MatchPeriodType,OVER_TIME,Overtime,,0,
enumcode.betradar,MatchPeriodType,FIRST_EXTRA_TIME,FirstExtraTime,,0,
enumcode.betradar,MatchPeriodType,SECOND_EXTRA_TIME,SecondExtraTime,,0,
enumcode.betradar,MatchPeriodType,PENALTY_KICK,PenaltyKick,,0,
enumcode.betradar,PlayerPreferredFoot,BOTH,Both,,0,
enumcode.betradar,PlayerPreferredFoot,LEFT,Left,,0,
enumcode.betradar,PlayerPreferredFoot,RIGHT,Right,,0,
enumcode.betradar,TeamGender,MALE,Male,,0,
enumcode.betradar,TeamGender,FEMALE,Female,,0,
enumcode.betradar,TournamentType,LEAGUE,League,,0,
enumcode.betradar,TournamentType,CUP,Cup,,0,
enumcode.betradar,TournamentType,INTERNATIONAL,International,,0,
enumcode.betradar,TournamentType,INTERNATIONAL_CLUBS,InternationalClubs,,0,
enumcode.betradar,TournamentType,INTERNATIONAL_YOUTH,InternationalYouth,,0,
#Enums End....,,,,,,
#Status Start....,,,,,,
statecode.wagering.general,CombinationStatus,INITIAL,Initial,,0,
statecode.wagering.general,CombinationStatus,DEFINED,Defined,,0,
statecode.wagering.general,CombinationStatus,START_SELL,StartSell,,0,
statecode.wagering.general,CombinationStatus,STOP_SELL,StopSell,,0,
statecode.wagering.general,CombinationStatus,LOSE,Lose,,0,
statecode.wagering.general,CombinationStatus,WITHDRAWN,Withdrawn,,0,
statecode.wagering.general,MultipleLineStatus,OFFER_AND_SELLING,OfferAndSelling,,0,
statecode.wagering.general,MultipleLineStatus,OFFER_AND_STOPSELLING,OfferAndStopSelling,,0,
statecode.wagering.general,MultipleLineStatus,NOT_OFFER,NotOffer,,0,
statecode.incident,IncidentMatchStatus,BEFORE_KICKOFF,BeforeKickOff,,0,
statecode.incident,IncidentMatchStatus,FIRST_HALF,FirstHalf,,0,
statecode.incident,IncidentMatchStatus,HALF_TIME,HalfTime,,0,
statecode.incident,IncidentMatchStatus,SECOND_HALF,SecondHalf,,0,
statecode.incident,IncidentMatchStatus,OVER_TIME,Overtime,,0,
statecode.incident,IncidentMatchStatus,BEFORE_EXTRA_TIME,BeforeExtraTime,,0,
